volcano_number	name	country	volcanic_region	volcano_type	tectonic_setting	evidence_category	elevation_m	last_eruption_year	longitude	latitude
234060	Prince Edward Island	South Africa	Marion Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Evidence Credible	672		37.95	-46.63
234070	Marion Island	South Africa	Marion Hotspot Volcano Group	Shield(s)	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1230	2004	37.75	-46.9
241020	Auckland Volcanic Field	New Zealand	Western North Island Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Dated	260	1446	174.81	-36.89
241021	Tuhua/Mayor Island	New Zealand	Taupo Volcanic Arc	Shield	Subduction zone / Continental crust (> 25 km)	Eruption Dated	355	-5055	176.25	-37.28
241030	Taranaki	New Zealand	Western North Island Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2518	1800	174.07	-39.3
241040	Whakaari/White Island	New Zealand	Taupo Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	294	2026	177.18	-37.52
241050	Okataina	New Zealand	Taupo Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1111	1981	176.5069	-38.1569
241070	Taupo	New Zealand	Taupo Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	760	260	175.893	-38.7811
241080	Tongariro	New Zealand	Taupo Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1978	2012	175.632	-39.157
241100	Ruapehu	New Zealand	Taupo Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2797	2007	175.57	-39.28
241101	Clark	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-860		177.839	-36.446
241102	Tangaroa	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-600		178.028	-36.321
241110	Rumble V	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-400		178.196	-36.142
241120	Rumble IV	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-500		178.05	-36.13
241130	Rumble III	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-220	2008	178.478	-35.745
241131	Rumble II West	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-1200		178.527	-35.353
241140	Healy	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	-980	1360	178.973	-35.004
241150	Brothers	New Zealand	Southern Kermadec Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-1350		179.0667	-34.875
242001	Wright	New Zealand	Middle Kermadec Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-900		-179.18	-31.85
242005	Havre Seamount	New Zealand	Middle Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-897	2012	-179.033	-31.08
242010	Curtis Island	New Zealand	Middle Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	47		-178.556	-30.543
242021	Macauley	New Zealand	Middle Kermadec Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	238	-4360	-178.475	-30.21
242022	Giggenbach	New Zealand	Middle Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-65		-178.712	-30.036
242030	Raoul Island	New Zealand	Northern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	516	2006	-177.92	-29.27
242050	Monowai	New Zealand	Northern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-132	2014	-177.188	-25.887
243001	Kermadec Arc at 24.8°S	Tonga	Northern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-385		-177.02	-24.8
243010	Tofua Arc at 21.3°S	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-68	1932	-175.65	-21.338
243011	Tofua Arc at 21.1°S	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	-65		-175.75	-21.15
243030	Tofua Arc at 20.9°S	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-296	2017	-175.55	-20.852
243040	Hunga Tonga-Hunga Ha'apai	Tonga	Tofua Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	114	2022	-175.3841	-20.5532
243050	Fonuafo'ou	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-17	1936	-175.42	-20.32
243060	Tofua	Tonga	Tofua Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	515	2026	-175.07	-19.75
243061	Kao	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1009	1847	-175.016	-19.668
243070	Lateiki	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	43	2019	-174.87	-19.18
243080	Home Reef	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-10	2026	-174.775	-18.992
243090	Late	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	540	1854	-174.65	-18.806
243091	Tofua Arc at 18.3°S	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-40	2019	-174.365	-18.325
243100	Fonualei	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	188	1957	-174.317	-18.023
243101	Tafahi	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Uncertain	546		-173.747	-15.854
243102	Curacoa	Tonga	Tofua Volcanic Arc	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-33	1979	-173.67	-15.62
243110	Niuafo'ou	Tonga	Northeast Lau Basin Volcano Group	Shield	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	260	1946	-175.63	-15.6
243111	Dugong	Tonga	Northeast Lau Basin Volcano Group	Shield		Evidence Uncertain	-1170		-175.725	-15.431
243112	Lobster	Tonga	Northeast Lau Basin Volcano Group	Shield		Evidence Uncertain	-1500		-176.283	-15.333
243120	Tafu-Maka	Tonga	Northeast Lau Basin Volcano Group	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	-1400	2008	-174.23	-15.37
243130	West Mata	Tonga	Northeast Lau Basin Volcano Group	Fissure vent(s)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-1174	2009	-173.75	-15.1
243140	Niuatahi	Tonga	Northeast Lau Basin Volcano Group	Caldera	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-1270		-174.0028	-15.3675
244000	Vailulu'u	United States	Samoan Hotspot Volcano Group	Shield	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-592	2003	-169.058	-14.215
244001	Ta'u	United States	Samoan Hotspot Volcano Group	Shield	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	931		-169.454	-14.23
244010	Ofu-Olosega	United States	Samoan Hotspot Volcano Group	Shield(s)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	639	1866	-169.618	-14.175
244020	Tutuila	United States	Samoan Hotspot Volcano Group	Tuff cone(s)	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	653	440	-170.7019	-14.2903
244021	Malumalu	United States	Samoan Hotspot Volcano Group	Stratovolcano	Intraplate / Oceanic crust (< 15 km)	Evidence Credible	-145		-169.787	-14.601
244030	Upolu	Samoa	Samoan Hotspot Volcano Group	Shield	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	1100		-171.72	-13.935
244040	Savaii	Samoa	Samoan Hotspot Volcano Group	Shield	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1858	1911	-172.525	-13.612
245010	Taveuni	Fiji	Fiji Volcanic Arc	Shield	Subduction zone / Crustal thickness unknown	Eruption Dated	1241	1550	-179.9644	-16.8412
245030	Nabukelevu	Fiji	Fiji Volcanic Arc	Lava dome(s)	Subduction zone / Crustal thickness unknown	Eruption Dated	791	1660	177.9815	-19.1181
250010	St. Andrew Strait	Papua New Guinea	Bismarck Sea Volcanic Province	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	270	1957	147.35	-2.38
250030	Titan Ridge	Papua New Guinea	Bismarck Sea Volcanic Province	Fissure vent	Rift zone / Continental crust (> 25 km)	Eruption Dated	-1300	1972	147.78	-3.03
251001	Blup Blup	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	402		144.605	-3.507
251002	Kadovar	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	365	2023	144.588	-3.608
251010	Bam	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	685	1960	144.818	-3.613
251020	Manam	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1807	2026	145.037	-4.08
251030	Karkar	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1839	1979	145.976	-4.647
251041	Hankow Reef	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	-5		146.717	-4.883
251050	Long Island	Papua New Guinea	Bismarck Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1263	1993	147.105	-5.3144
251060	Umboi	Papua New Guinea	Bismarck Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1335		147.892	-5.592
251070	Ritter Island	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	75	2007	148.115	-5.519
251080	Sakar	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	947		148.0836	-5.4098
252010	Langila	Papua New Guinea	Bismarck Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1330	2026	148.42	-5.525
252040	Dakataua	Papua New Guinea	Bismarck Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	408	1895	150.0996	-5.0455
252050	Bola	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1116		150.038	-5.141
252060	Garua Harbour	Papua New Guinea	Bismarck Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	565		150.07	-5.3
252070	Krummel-Garbuna-Welcker	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	564	2008	150.027	-5.416
252071	Lolo	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	796		150.509	-5.466
252080	Witori	Papua New Guinea	Bismarck Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	724	2012	150.5161	-5.5745
252090	Sulu Range	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Unrest / Holocene	610		150.942	-5.5
252100	Hargy	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1148	950	151.1	-5.33
252110	Bamus	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2248	1886	151.23	-5.2
252120	Ulawun	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2334	2025	151.33	-5.05
252130	Lolobau	Papua New Guinea	Bismarck Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	878	1912	151.1617	-4.9156
252140	Rabaul	Papua New Guinea	Bismarck Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	688	2014	152.1937	-4.2459
252150	Tavui	Papua New Guinea	Bismarck Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	200	-4946	152.2134	-4.1089
253010	Lamington	Papua New Guinea	Trobriand Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1680	1956	148.15	-8.95
253011	Hydrographers Range	Papua New Guinea	Trobriand Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1915		148.37	-9.0
253021	Managlase Plateau	Papua New Guinea	Trobriand Volcanic Province	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1342		148.33	-9.08
253030	Victory	Papua New Guinea	Trobriand Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1832	1935	149.072	-9.2003
253040	Sessagara Hills	Papua New Guinea	Trobriand Volcanic Province	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Observed	493	1944	149.1278	-9.5542
253041	Goodenough	Papua New Guinea	Trobriand Volcanic Province	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	220		150.246	-9.358
253050	Iamalele	Papua New Guinea	Trobriand Volcanic Province	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	194		150.5239	-9.5056
253060	Dawson Strait Group	Papua New Guinea	Trobriand Volcanic Province	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	500	1350	150.88	-9.62
255010	Balbi	Papua New Guinea	Bougainville Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Credible	2715		155.0008	-5.9156
255011	Billy Mitchell	Papua New Guinea	Bougainville Volcanic Arc	Caldera	Subduction zone / Crustal thickness unknown	Eruption Dated	1544	1580	155.2254	-6.0898
255020	Bagana	Papua New Guinea	Bougainville Volcanic Arc	Lava cone	Subduction zone / Crustal thickness unknown	Eruption Observed	1855	2026	155.196	-6.137
255021	Takuan Group	Papua New Guinea	Bougainville Volcanic Arc	Compound	Subduction zone / Crustal thickness unknown	Evidence Credible	2210		155.608	-6.442
255030	Loloru	Papua New Guinea	Bougainville Volcanic Arc	Compound	Subduction zone / Crustal thickness unknown	Eruption Dated	1887	-1050	155.62	-6.52
255050	Simbo	Solomon Islands	Solomon Volcanic Province	Stratovolcano(es)	Subduction zone / Crustal thickness unknown	Eruption Dated	335	1910	156.52	-8.292
255052	Kana Keoki	Solomon Islands	Solomon Volcanic Province	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Credible	-700		157.03	-8.75
255053	Coleman Seamount	Solomon Islands	Solomon Volcanic Province	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Credible	-717		157.16	-8.841
255060	Kavachi	Solomon Islands	Solomon Volcanic Province	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	-20	2014	157.979	-8.991
255061	New Georgia at 8.9°S	Solomon Islands	Solomon Volcanic Province	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Credible	-240		158.03	-8.92
255070	Savo	Solomon Islands	Solomon Volcanic Province	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	455	1847	159.8119	-9.1324
256010	Tinakula	Solomon Islands	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	796	2024	165.804	-10.386
257001	Motlav	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	411		167.67	-13.67
257010	Suretamatai	Vanuatu	Vanuatu Volcanic Arc	Complex	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	921	1966	167.47	-13.8
257020	Gaua	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	729	2022	167.514	-14.281
257030	Ambae	Vanuatu	Vanuatu Volcanic Arc	Shield	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1496	2026	167.835	-15.389
257040	Ambrym	Vanuatu	Vanuatu Volcanic Arc	Shield(pyroclastic)	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1334	2024	168.12	-16.25
257050	Lopevi	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1413	2007	168.346	-16.507
257060	East Epi	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano(es)	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	833	2023	168.3893	-16.6797
257070	Kuwae	Vanuatu	Vanuatu Volcanic Arc	Caldera	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	-2	1974	168.5227	-16.8304
257081	Nguna-Emau	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano(es)	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	589		168.353	-17.4522
257090	Traitor's Head	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	817	1881	169.238	-18.754
257100	Yasur	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	361	2026	169.447	-19.532
258001	Gemini-Oscostar	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	-33	1996	170.13	-20.957
258010	Matthew Island	France - claimed by Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	177	1956	171.32	-22.33
258020	Hunter Island	France - claimed by Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	297	1903	172.05	-22.4
259010	Newer Volcanics Province	Australia	Southeastern Australia Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Dated	1011	-2900	142.5	-37.77
259804	McBride Volcanic Province	Australia	Northeastern Australia Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Dated	1020	-5050	144.567	-18.367
260010	Barren Island	India	Andaman Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	354	2026	93.858	12.278
261030	Peuet Sague	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2785	2000	96.289	4.903
261050	Telong, Bur ni	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2617	1937	96.821	4.769
261070	Singkut	Indonesia	Sunda Volcanic Arc	Caldera(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2181	1881	98.5127	3.2379
261080	Sinabung	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2460	2021	98.392	3.17
261120	Sorikmarapi	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2145	1986	99.5409	0.6834
